36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
01:55:08.0 (574763)|USER_INFO|[EXTERNAL]|0050o00000WkyGG|ttvy@keizu.co.jp|Pacific Standard Time|GMT-07:00
01:55:08.0 (635926)|EXECUTION_STARTED
01:55:08.0 (644198)|CODE_UNIT_STARTED|[EXTERNAL]|0660o000008sEYc|VF: /apex/MainPage
01:55:08.0 (1145119)|VF_DESERIALIZE_VIEWSTATE_BEGIN|0660o000008sEYc
01:55:08.0 (8503135)|HEAP_ALLOCATE|[72]|Bytes:3
01:55:08.0 (8554303)|HEAP_ALLOCATE|[77]|Bytes:152
01:55:08.0 (8566049)|HEAP_ALLOCATE|[342]|Bytes:408
01:55:08.0 (8577011)|HEAP_ALLOCATE|[355]|Bytes:408
01:55:08.0 (8587406)|HEAP_ALLOCATE|[467]|Bytes:48
01:55:08.0 (8611532)|HEAP_ALLOCATE|[139]|Bytes:6
01:55:08.0 (8637461)|HEAP_ALLOCATE|[50]|Bytes:5
01:55:08.0 (8660868)|HEAP_ALLOCATE|[56]|Bytes:5
01:55:08.0 (8669852)|HEAP_ALLOCATE|[64]|Bytes:7
01:55:08.0 (11826619)|VF_DESERIALIZE_VIEWSTATE_END
01:55:08.0 (12710165)|SYSTEM_MODE_ENTER|true
01:55:08.0 (12766205)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:34
01:55:08.0 (12784168)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:308
01:55:08.0 (12791769)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:61
01:55:08.0 (12798163)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
01:55:08.0 (12822747)|METHOD_ENTRY|[1]|01p0o00000GLKhZ|Controller.Controller()
01:55:08.0 (12837688)|STATEMENT_EXECUTE|[1]
01:55:08.0 (12847629)|STATEMENT_EXECUTE|[1]
01:55:08.0 (12860285)|SYSTEM_MODE_ENTER|false
01:55:08.0 (12875972)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
01:55:08.0 (12883772)|STATEMENT_EXECUTE|[14]
01:55:08.0 (12886917)|STATEMENT_EXECUTE|[49]
01:55:08.0 (12889261)|STATEMENT_EXECUTE|[65]
01:55:08.0 (12897079)|SYSTEM_MODE_EXIT|false
01:55:08.0 (12912438)|METHOD_EXIT|[1]|Controller
01:55:08.0 (12990219)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:188
