36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
00:38:32.0 (849994)|USER_INFO|[EXTERNAL]|0050o00000WkyGG|ttvy@keizu.co.jp|Pacific Standard Time|GMT-07:00
00:38:32.0 (901476)|EXECUTION_STARTED
00:38:32.0 (906705)|CODE_UNIT_STARTED|[EXTERNAL]|0660o000008sEYc|VF: /apex/MainPage
00:38:32.0 (3859785)|SYSTEM_MODE_ENTER|true
00:38:32.0 (4413428)|HEAP_ALLOCATE|[72]|Bytes:3
00:38:32.0 (4481149)|HEAP_ALLOCATE|[77]|Bytes:152
00:38:32.0 (4499448)|HEAP_ALLOCATE|[342]|Bytes:408
00:38:32.0 (4519618)|HEAP_ALLOCATE|[355]|Bytes:408
00:38:32.0 (4539620)|HEAP_ALLOCATE|[467]|Bytes:48
00:38:32.0 (4573938)|HEAP_ALLOCATE|[139]|Bytes:6
00:38:32.0 (4601026)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:19
00:38:32.0 (4630837)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:280
00:38:32.0 (4637385)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:59
00:38:32.0 (4643916)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:10
00:38:32.0 (4678465)|METHOD_ENTRY|[1]|01p0o00000GLKhZ|Controller.Controller()
00:38:32.0 (4688808)|STATEMENT_EXECUTE|[1]
00:38:32.0 (4694993)|STATEMENT_EXECUTE|[1]
00:38:32.0 (4727594)|HEAP_ALLOCATE|[50]|Bytes:5
00:38:32.0 (4753182)|HEAP_ALLOCATE|[56]|Bytes:5
00:38:32.0 (4764912)|HEAP_ALLOCATE|[64]|Bytes:7
00:38:32.0 (4785272)|SYSTEM_MODE_ENTER|false
00:38:32.0 (4804206)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
00:38:32.0 (4810896)|STATEMENT_EXECUTE|[17]
00:38:32.0 (4813442)|STATEMENT_EXECUTE|[33]
00:38:32.0 (4819904)|SYSTEM_MODE_EXIT|false
00:38:32.0 (4850138)|METHOD_EXIT|[1]|Controller
00:38:32.0 (4876934)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:40
00:38:32.0 (4889410)|VARIABLE_SCOPE_BEGIN|[12]|this|Controller|true|false
00:38:32.0 (4980898)|VARIABLE_ASSIGNMENT|[12]|this|{}|0x2bd2557f
00:38:32.0 (4999605)|SYSTEM_MODE_ENTER|false
00:38:32.0 (5008102)|HEAP_ALLOCATE|[13]|Bytes:5
00:38:32.0 (5015297)|STATEMENT_EXECUTE|[1]
00:38:32.0 (5019910)|HEAP_ALLOCATE|[13]|Bytes:5
00:38:32.0 (5025067)|STATEMENT_EXECUTE|[2]
00:38:32.0 (5041249)|STATEMENT_EXECUTE|[3]
00:38:32.0 (5043537)|STATEMENT_EXECUTE|[4]
00:38:32.0 (5045537)|STATEMENT_EXECUTE|[5]
00:38:32.0 (5047354)|STATEMENT_EXECUTE|[6]
00:38:32.0 (5049295)|STATEMENT_EXECUTE|[7]
00:38:32.0 (5051249)|STATEMENT_EXECUTE|[8]
00:38:32.0 (5053319)|STATEMENT_EXECUTE|[9]
00:38:32.0 (5055389)|STATEMENT_EXECUTE|[10]
00:38:32.0 (5067095)|HEAP_ALLOCATE|[13]|Bytes:6
00:38:32.0 (5137883)|STATEMENT_EXECUTE|[12]
00:38:32.0 (5141042)|STATEMENT_EXECUTE|[13]
00:38:32.0 (5173559)|HEAP_ALLOCATE|[13]|Bytes:4
